id,newsletter_date,newsletter_type,section,article_title,article_url,nlm_notebook_id
202605150828178775,2026-05-15,daily,,"김정관 산업부 장관 ""삼성전자 파업 시, 긴급 조정 불가피""",https://www.insight.co.kr/news/554169
202605150828178484,2026-05-15,daily,,국가 AI컴퓨팅센터 유치...전남도 해남군에 확정,https://www.etoday.co.kr/news/view/2584730
202605150828174249,2026-05-15,daily,,"전남도, 솔라시도 국가 AI 컴퓨팅센터 유치 확정",http://www.sisafocus.co.kr/news/articleView.html?idxno=360023
202605161142295238,2026-05-16,daily,,"You can now connect bank accounts, track spending and ask personal finance questions to ChatGPT",https://www.livemint.com/technology/tech-news/you-can-now-connect-bank-accounts-track-spending-and-ask-personal-finance-questions-to-chatgpt-11778893110633.html
202605161142293341,2026-05-16,daily,,SpaceX looks at IPO listing on Nasdaq by June 12: Report,https://www.cnbctv18.com/market/spacex-looks-at-ipo-listing-on-nasdaq-by-june-12-report-ws-l-19907204.htm
202605161142297160,2026-05-16,daily,,"Ray Dalio's Bridgewater Associates exits Salesforce, cuts stake in PayPal in Q1",https://seekingalpha.com/news/4594097-ray-dalios-bridgewater-associates-exits-salesforce-cuts-stake-in-paypal-in-q1
202605161142293354,2026-05-16,daily,,Inflation worries while waiting for Nvidia,https://www.marketscreener.com/news/inflation-worries-while-waiting-for-nvidia-ce7f5bd3da8bf020
202605161142293228,2026-05-16,daily,,Inflation worries while waiting for Nvidia,https://www.marketscreener.com/news/inflation-worries-while-waiting-for-nvidia-ce7f5bd3da8bf322
202605161142296502,2026-05-16,daily,,Here's what you need to know,https://www.cnbc.com/2026/05/15/nvidia-cerebras-stock-price-ipo.html
202605161142293171,2026-05-16,daily,,"SpaceX, OpenAI, And Anthropic's Exit Wave Could Trigger A Private Market Repricing",https://www.benzinga.com/markets/private-markets/26/05/52612361/spacex-openai-and-anthropics-exit-wave-could-trigger-a-private-market-repricing
202605161142295238,2026-05-16,daily,,"Heathrow, Salesforce Team up to Enhance Airport Customer Service",https://www.businessinsider.com/heathrow-salesforce-ai-chatbot-customer-service-2026-5
202605161142292448,2026-05-16,daily,,"Anthropic commits $200M with Gates Foundation to deploy AI in global health, education, and agriculture",https://thenextweb.com/news/anthropic-gates-foundation-ai-health-education-partnership
202605161142294330,2026-05-16,daily,,NVIDIA's China Comeback: Analyst Forecasts 'Godfather of AI' Will Spark New Global Tech Surge,https://www.benzinga.com/analyst-stock-ratings/analyst-color/26/05/52610118/nvidias-china-comeback-analyst-forecasts-godfather-of-ai-will-spark-new-global-tech-surge
202605161142298570,2026-05-16,daily,,Microsoft Corporation: Make Or Break Moment (Rating Upgrade),https://seekingalpha.com/article/4905352-microsoft-corporation-make-or-break-moment-rating-upgrade
202605161142290023,2026-05-16,daily,,AI chip bubble is now bigger than the Nasdaq during dot-com frenzy,https://www.cnbc.com/2026/05/15/ai-chip-bubble-is-now-bigger-than-the-nasdaq-during-dot-com-frenzy.html
202605161142294365,2026-05-16,daily,,SpaceXAI Exodus: More than 50 AI researchers leave Elon Musk’s venture as Meta and Thinking Machines poach talent,https://techstartups.com/2026/05/15/spacexai-exodus-more-than-50-ai-researchers-leave-elon-musks-venture-as-meta-and-thinking-machines-poach-talent/
202605161142297720,2026-05-16,daily,,"18 days. That's all it takes for a Samsung strike to crash the global AI chip market, and the whole world is holding its breath",https://economictimes.indiatimes.com/news/international/us/18-days-thats-all-it-takes-for-a-samsung-strike-to-crash-the-global-ai-chip-market-and-the-whole-world-is-holding-its-breath/articleshow/131122022.cms
202605161142297964,2026-05-16,daily,,OpenAI says releasing a preview of a new personal finance experience in ChatGPT to Pro users in U.S.,https://www.marketscreener.com/news/openai-says-releasing-a-preview-of-a-new-personal-finance-experience-in-chatgpt-to-pro-users-in-u-s-ce7f5bd3d889fe24
202605161142298878,2026-05-16,daily,,"OpenAI launches ChatGPT for personal finance, will let you connect bank accounts",https://techcrunch.com/2026/05/15/openai-launches-chatgpt-for-personal-finance-will-let-you-connect-bank-accounts/
202605161142299596,2026-05-16,daily,,"Bill Ackman has been quietly buying Microsoft since February, when AI fears were dragging the stock",https://fortune.com/2026/05/15/bill-ackman-microsoft-stock-openai-azure-spending/
202605161142292178,2026-05-16,daily,,"Bill Ackman Buys Microsoft Stock, Calls It Compellingly Cheap",https://www.benzinga.com/markets/prediction-markets/26/05/52601186/bill-ackman-buys-microsoft-stock-calls-it-compellingly-cheap
202605161142293721,2026-05-16,daily,,Broadcom Slides As Trump-Xi Summit Ends Without Chip Deal,https://www.benzinga.com/markets/tech/26/05/52599681/broadcom-slides-as-trump-xi-summit-ends-without-chip-deal
202605161142299041,2026-05-16,daily,,"Chip Stocks Tumble: Nvidia, AMD, Intel Down Up To 7% As Xi-Trump Summit Fails To Impress Silicon Valley",https://www.ndtvprofit.com/markets/chip-stocks-tumble-nvidia-amd-intel-down-up-to-7-as-xi-trump-summit-fails-to-impress-silicon-valley-11501174
202605161142295994,2026-05-16,daily,,Nvidia Earnings Could Reset The Entire AI Trade,https://seekingalpha.com/article/4905210-nvidia-earnings-could-reset-the-entire-ai-trade
202605161142292688,2026-05-16,daily,,Nvidia: I'm Loading Up Before Q1 Earnings,https://seekingalpha.com/article/4905199-nvidia-im-loading-up-before-q1-earnings
202605161142297933,2026-05-16,daily,,Trump leaves Beijing saying he and Xi talked AI guardrails. Nothing was signed.,https://thenextweb.com/news/trump-xi-beijing-ai-guardrails-nvidia-h200
202605161142296705,2026-05-16,daily,,"Top Tech News Today, May 15, 2026",https://techstartups.com/2026/05/15/top-tech-news-today-may-15-2026/
202605161142294444,2026-05-16,daily,,Nvidia May Return To China But Huawei’s AI Rise May Already Be Locked In,https://www.benzinga.com/markets/tech/26/05/52594191/nvidia-may-be-returning-to-china-but-it-may-not-regain-control
